jlpt ,Vocab-expression,Vocab-kana,Vocab-meaning
JLPT2,握手,あくしゅ,"handshake, handshaking"
JLPT3,迎える,むかえる,"welcome, go out to meet, invite"
JLPT0,お巡りさん,おまわりさん,policeman
JLPT2,カラー,カラー,color
JLPT2,幾つ,いくつ,"how many, how old"
JLPT2,移す,うつす,"move, shift, transfer"
JLPT0,いつか,いつか,"some time, some day"
JLPT3,力,ちから,"strength, power"
JLPT2,批判,ひはん,"criticism, comment"
JLPT2,冗談,じょうだん,joke
JLPT3,寂しい,さびしい,"lonely, desolate, sad"
JLPT3,丁寧,ていねい,"polite, courteous, careful"
JLPT2,後,のち,"after, afterwards"
JLPT0,可哀相,かわいそう,"poor, pitiable"
JLPT3,事故,じこ,"accident, incident"
JLPT2,怪我,けが,injury
JLPT0,ひざ,ひざ,knee
JLPT0,ひじ,ひじ,elbow
JLPT2,我慢,がまん,"patience, self-restraint"
JLPT2,幼稚園,ようちえん,kindergarten
JLPT2,太陽,たいよう,sun
JLPT2,隠れる,かくれる,"hide, disappear"
JLPT2,日陰,ひかげ,the shade
JLPT2,随分,ずいぶん,"extremely, considerably"
JLPT2,犬,いぬ,dog
JLPT3,試験,しけん,"test, examination"
JLPT2,頑張る,がんばる,"persist, be tenacious"
JLPT2,頃,ころ,time
JLPT1,かつて,かつて,"once, formerly"
JLPT2,大抵,たいてい,"generally, mostly"
JLPT0,この頃,このごろ,"now, these days, recently"
JLPT2,消防署,しょうぼうしょ,fire station
JLPT2,尋ねる,たずねる,"inquire, search for"
JLPT2,パーセント,パーセント,percent
JLPT0,絶対に,ぜったいに,"absolutely, unconditionally"
JLPT2,缶詰,かんづめ,"canned goods, cooping-up"
JLPT2,缶,かん,"can, tin"
JLPT2,腐る,くさる,"rot, corrode"
JLPT0,豆腐,とうふ,tofu
JLPT2,床,ゆか,floor
JLPT2,床屋,とこや,"barber, barbershop"
JLPT2,掃く,はく,"sweep, brush"
JLPT3,畳,たたみ,"tatami, mat"
JLPT2,畳む,たたむ,"fold, shut"
JLPT3,布団,ふとん,"futon, bedquilt"
JLPT2,干す,ほす,"dry, desiccate"
JLPT2,目立つ,めだつ,"stand out, be conspicuous"
JLPT4,帽子,ぼうし,"cap, hat"
JLPT2,被る,かぶる,"wear, put on"
JLPT2,是非,ぜひ,"by all means, at any cost"
JLPT2,敬語,けいご,"honorific language, polite speech"
JLPT2,敷く,しく,"lay, spread"
JLPT2,馬,うま,horse
JLPT2,雷,かみなり,"thunder, lightning"
JLPT4,零,れい,"zero, naught"
JLPT0,仕舞う,しまう,put away
JLPT3,踊る,おどる,dance
JLPT3,踊り,おどり,"dance, dancing"
JLPT3,踏む,ふむ,"step on, tread on"
JLPT2,踏切,ふみきり,railroad crossing
JLPT2,蹴る,ける,kick
JLPT4,食堂,しょくどう,"dining hall, restaurant"
JLPT0,生む,うむ,have children
JLPT2,猫,ねこ,"cat, feline"
JLPT2,毛,け,"hair, wool"
JLPT2,文章,ぶんしょう,"writing, prose"
JLPT2,程度,ていど,"degree, extent"
JLPT4,歯,は,"tooth, cog"
JLPT4,散歩,さんぽ,"walk, stroll"
JLPT2,尊敬,そんけい,"respect, esteem, honor"
JLPT0,お祖父さん,おじいさん,grandfather
JLPT2,折る,おる,"break off, fold, bend"
JLPT0,早起き,はやおき,early rising
JLPT0,冬休み,ふゆやすみ,winter vacation
JLPT0,お祖母さん,おばあさん,grandmother
JLPT4,丈夫,じょうぶ,"healthy, stout"
JLPT3,祖父,そふ,grandfather
JLPT3,祖母,そぼ,grandmother
JLPT2,欠席,けっせき,"absence, nonattendance"
JLPT2,邪魔,じゃま,disturbing
JLPT2,治す,なおす,"cure, heal"
JLPT0,風邪薬,かぜぐすり,remedy for a cold
JLPT3,沸く,わく,"boil, be excited"
JLPT2,転ぶ,ころぶ,"tumble down, fall over"
JLPT0,風呂屋,ふろや,"bathhouse, public bath"
JLPT0,ぬるい,ぬるい,"tepid, lukewarm"
JLPT2,風呂,ふろ,bath
JLPT3,湯,ゆ,"hot water, hot bath, bathhouse"
JLPT0,昭和,しょうわ,Showa era
JLPT2,紫,むらさき,purple
JLPT0,レモン,レモン,lemon
JLPT2,紅茶,こうちゃ,black tea
JLPT2,梅雨,つゆ,rainy season
JLPT0,桃,もも,"peach, peach tree"
JLPT2,遭う,あう,"meet with, encounter"
JLPT2,枕,まくら,pillow
JLPT2,嘘,うそ,lie
JLPT3,怒る,おこる,"get angry, scold"
JLPT3,遠慮,えんりょ,"reserve, hesitation, forethought"
JLPT2,叱る,しかる,"scold, tell off, reprimand"
JLPT4,傘,かさ,"umbrella, parasol"
JLPT3,お嬢さん,おじょうさん,"young lady, your daughter"
JLPT0,年賀状,ねんがじょう,New Year's card
JLPT2,賑やか,にぎやか,"lively, exciting"
JLPT2,蚊,か,mosquito
JLPT2,拭く,ふく,"wipe, dry"
JLPT0,会長,かいちょう,"president, chairperson"
JLPT2,挨拶,あいさつ,"greet, greeting"
JLPT1,伴う,ともなう,"accompany, go with"
JLPT2,巻く,まく,"roll up, wind, wrap"
JLPT4,着く,つく,"arrive, make contact, settle"
JLPT3,引っ越す,ひっこす,"move, change quarters"
JLPT0,おば,おば,aunt
JLPT4,両親,りょうしん,parents
JLPT3,合う,あう,fit
JLPT2,穴,あな,"hole, cavity"
JLPT4,デパート,デパート,"department store, department"
JLPT4,靴,くつ,"shoes, boots"
JLPT2,付く,つく,"attach itself to, be connected with, come in contact with"
JLPT2,気に入る,きにいる,"like, be pleased with"
JLPT4,脱ぐ,ぬぐ,"remove clothes, take off"
JLPT4,靴下,くつした,"socks, stockings"
JLPT2,幾ら,いくら,how much
JLPT1,汚れ,よごれ,"dirt, filth"
JLPT0,ひも,ひも,"laces, string, rope"
JLPT4,磨く,みがく,"polish, grind"
JLPT2,歯磨き,はみがき,"toothpaste, brushing one's teeth"
JLPT2,廊下,ろうか,"hallway, corridor"
JLPT3,ガラス,ガラス,glass
JLPT2,瓶,びん,"bottle, flask"
JLPT2,褒める,ほめる,"praise, commend"
JLPT0,元旦,がんたん,New Year's Day
JLPT4,池,いけ,pond
JLPT2,袖,そで,sleeve
JLPT0,長袖,ながそで,clothes with long sleeves
JLPT0,半袖,はんそで,short-sleeved shirt
JLPT2,馬鹿,ばか,"fool, nonsense"
JLPT0,凄い,すごい,"wonderful, great, incredible"
JLPT2,剃る,そる,shave
JLPT3,ひどい,ひどい,"cruel, severe"
JLPT2,喧嘩,けんか,"fight, quarrel, argument"
JLPT0,からから,からから,"thirsty, dry"
JLPT2,叩く,たたく,"tap, hit"
JLPT2,噛む,かむ,"bite, chew"
JLPT3,足す,たす,"add, supplement"
JLPT0,味噌汁,みそしる,miso soup
JLPT2,姪,めい,niece
JLPT0,苺,いちご,strawberry
JLPT0,茄子,なす,eggplant
JLPT0,逢う,あう,meet
JLPT2,椅子,いす,chair
JLPT3,形,かたち,"shape, form"
JLPT2,痩せる,やせる,"lose weight, become thin"
JLPT2,箸,はし,chopsticks
JLPT2,糊,のり,"glue, starch"
JLPT2,醤油,しょうゆ,soy sauce
JLPT0,鋏,はさみ,"scissors, pincers, tongs"
JLPT0,鞄,かばん,"bag, handbag, briefcase"
JLPT1,顎,あご,"jaw, chin"
JLPT2,飴,あめ,"candy, sweets"
JLPT2,石鹸,せっけん,soap
JLPT3,なるほど,なるほど,"I see, really"
JLPT1,ヒント,ヒント,"hint, clue"
JLPT2,おやつ,おやつ,"snack, refreshment"
JLPT2,今に,いまに,"before long, someday"
JLPT0,バイト,バイト,part-time job
JLPT0,もうけ,もうけ,"profits, earnings"
JLPT1,わざわざ,わざわざ,go to a lot of trouble
JLPT0,やって来る,やってくる,"come, turn up"
JLPT0,せっかく,せっかく,"with much trouble, specially"
JLPT2,ばからしい,ばからしい,"stupid, useless"
JLPT2,ダム,ダム,dam
JLPT0,ボリューム,ボリューム,volume
JLPT2,大,だい,"bigness, large size"
JLPT0,ずるい,ずるい,"cunning, sneaky"
JLPT2,ずうずうしい,ずうずうしい,"cheeky, impudent"
JLPT4,大人,おとな,adult
JLPT2,メンバー,メンバー,member
JLPT0,何て,なんて,"what, how"
JLPT0,よす,よす,"quit, stop"
JLPT2,コンクリート,コンクリート,concrete
JLPT1,大金,たいきん,large sum of money
JLPT2,ボーナス,ボーナス,bonus
JLPT2,日の出,ひので,sunrise
JLPT2,外れる,はずれる,come off
JLPT0,外れ,はずれ,blank
JLPT0,本日,ほんじつ,today
JLPT2,一休み,ひとやすみ,rest
JLPT0,なぜか,なぜか,for some reason
JLPT1,つぶる,つぶる,close
JLPT1,ぞんざい,ぞんざい,"rough, rude"
JLPT2,しびれる,しびれる,"become numb, get pins and needles"
JLPT0,たこ,たこ,octopus
JLPT2,ビタミン,ビタミン,vitamin
JLPT2,つまずく,つまずく,"stumble, trip"
JLPT0,つぼみ,つぼみ,bud
JLPT2,うろうろ,うろうろ,wander
JLPT2,女子,じょし,"woman, girl"
JLPT2,あんまり,あんまり,"(not) that much, (not) so much"
JLPT0,ジョギング,ジョギング,jogging
JLPT0,えび,えび,"lobster, shrimp"
JLPT3,コンサート,コンサート,concert
JLPT0,ビーチ,ビーチ,beach
JLPT2,出来上がる,できあがる,"be completed, be finished"
JLPT2,カーブ,カーブ,"curve, bend"
JLPT2,スタート,スタート,"start, begin"
JLPT1,どうやら,どうやら,"seems, looks like"
JLPT0,にわかに,にわかに,rapidly
JLPT0,昨日,さくじつ,yesterday
JLPT2,ひとりでに,ひとりでに,"automatically, by oneself"
JLPT2,本人,ほんにん,"the person himself, the said person"
JLPT1,メロディー,メロディー,melody
JLPT2,ママ,ママ,"mommy, mummy"
JLPT1,安っぽい,やすっぽい,"cheap, tacky"
JLPT3,気分,きぶん,"feeling, mood"
JLPT0,開き,あき,"gap, vacancy"
JLPT2,日の入り,ひのいり,sunset
JLPT0,半年,はんとし,half a year
JLPT0,はれる,はれる,"swell, swell up"
JLPT2,明ける,あける,to dawn
JLPT2,いつのまにか,いつのまにか,before it is noticed
JLPT2,夜,よ,"night, evening"
JLPT0,七夕,たなばた,"Tanabata Festival, Star Festival"
JLPT0,外食,がいしょく,"eating out, dining out"
JLPT0,おにぎり,おにぎり,rice ball
JLPT0,よそ,よそ,somewhere else
JLPT2,ちゃんと,ちゃんと,"regularly, properly"
JLPT1,デザート,デザート,dessert
JLPT0,とんかつ,とんかつ,pork cutlet
JLPT2,飯,めし,"cooked rice, meal"
JLPT1,コーナー,コーナー,corner
JLPT0,バーゲン,バーゲン,bargain sale
JLPT2,たんす,たんす,"chest of drawers, wardrobe"
JLPT0,天の川,あまのがわ,Milky Way
JLPT0,じろじろ,じろじろ,stare
JLPT0,ようやく,ようやく,"at last, at length"
JLPT0,前方,ぜんぽう,front
JLPT2,見上げる,みあげる,look up
JLPT0,夜空,よぞら,night sky
JLPT2,花火,はなび,"fireworks, firecrackers"
JLPT2,見本,みほん,"sample, model"
JLPT2,三日月,みかづき,"new moon, crescent moon"
JLPT1,見晴らし,みはらし,"view, outlook"
JLPT0,よる,よる,be caused by
JLPT1,あっさり,あっさり,"plainly, matter-of-factly"
JLPT3,うるさい,うるさい,"noisy, bothersome"
JLPT0,今ごろ,いまごろ,about this time
JLPT2,シリーズ,シリーズ,series
JLPT0,つながり,つながり,"connection, relation"
JLPT1,漢語,かんご,Chinese-character compounds
JLPT0,後書き,あとがき,"postscript, afterword"
JLPT0,見覚え,みおぼえ,"recognition, remembrance"
JLPT0,目覚まし,めざまし,waking up
JLPT0,話し合い,はなしあい,"talk, discussion"
JLPT2,どうせ,どうせ,anyway
JLPT0,間に合わせる,まにあわせる,make do
JLPT0,週休,しゅうきゅう,weekend
JLPT2,満ちる,みちる,"be filled, expire"
JLPT2,満員,まんいん,full to capacity
JLPT1,満月,まんげつ,full moon
JLPT2,一体,いったい,"what on earth, what the…"
JLPT2,事,こと,"thing, incident"
JLPT1,サボる,サボる,"blow off, play truant"
JLPT2,とんでもない,とんでもない,"unthinkable, outrageous"
JLPT2,出場,しゅつじょう,participation
JLPT2,コンクール,コンクール,"contest, competition"
JLPT0,きょろきょろ,きょろきょろ,look around
JLPT2,最中,さいちゅう,"in the middle of, during"
JLPT0,つながる,つながる,"connect, join"
JLPT3,ガソリン,ガソリン,gasoline
JLPT2,ハンドル,ハンドル,steering wheel
JLPT2,バック,バック,back
JLPT2,ナンバー,ナンバー,number
JLPT0,ひく,ひく,run over
JLPT2,およそ,およそ,just about
JLPT2,交ぜる,まぜる,include
JLPT3,おっしゃる,おっしゃる,say
JLPT2,客間,きゃくま,"guest room, parlor"
JLPT1,見通し,みとおし,"perspective, prospect"
JLPT2,下水,げすい,"sewerage, drainage"
JLPT2,通行,つうこう,"passage, traffic"
JLPT0,たまたま,たまたま,"by chance, accidentally"
JLPT0,でこぼこ,でこぼこ,"unevenness, bumpiness"
JLPT2,東西,とうざい,east and west
JLPT0,地下道,ちかどう,"underpass, underground passage"
JLPT2,地下,ちか,underground
JLPT0,行き止まり,いきどまり,dead end
JLPT2,やがて,やがて,"soon, before long"
JLPT2,ふざける,ふざける,"mess around, fool around"
JLPT0,通行止め,つうこうどめ,road closed
JLPT2,くたびれる,くたびれる,"get tired, be worn out"
JLPT0,くたくた,くたくた,exhausted
JLPT0,地上,ちじょう,above ground
JLPT2,のろのろ,のろのろ,"slowly, easy"
JLPT0,二度と,にどと,never again
JLPT2,もしかすると,もしかすると,"possibly, perhaps"
JLPT2,毎度,まいど,"every time, always"
JLPT0,ハード,ハード,hard
JLPT0,近道,ちかみち,shortcut
JLPT0,手足,てあし,"hands and feet, limbs"
JLPT2,上達,じょうたつ,"progress, proficiency"
JLPT0,四方,しほう,"all directions, far and wide"
JLPT2,南北,なんぼく,north and south
JLPT2,全力,ぜんりょく,"all one's might, full capacity"
JLPT0,アルファベット,アルファベット,alphabet
JLPT0,出国,しゅっこく,"departure, emigration"
JLPT0,国土,こくど,"country, territory"
JLPT2,国語,こくご,"national language, Japanese"
JLPT1,国交,こっこう,"diplomatic relations, national friendship"
JLPT2,通じる,つうじる,"pass, communicate with"
JLPT1,交わる,まじわる,cross
JLPT2,世の中,よのなか,"the world, society"
JLPT0,最小,さいしょう,"the smallest, minimum"
JLPT0,つなぐ,つなぐ,"connect, join"
JLPT0,パンティー,パンティー,panties
JLPT1,黒字,くろじ,"the black, surplus"
JLPT1,赤字,あかじ,"deficit, in the red"
JLPT2,ゆでる,ゆでる,boil
JLPT1,おまけ,おまけ,free gift
JLPT2,空き,あき,"vacancy, free time"
JLPT1,ムード,ムード,mood
JLPT0,ほこり,ほこり,dust
JLPT1,末,まつ,"last part, end"
JLPT2,手間,てま,"trouble, time"
JLPT2,見解,けんかい,"opinion, view"
JLPT2,理解,りかい,"understanding, comprehension"
JLPT0,有りのまま,ありのまま,"as it is, unchanged"
JLPT2,有料,ゆうりょう,"fee-charging, pay"
JLPT3,無理,むり,impossibility
JLPT0,何より,なにより,"above all, before everything else"
JLPT1,無茶,むちゃ,"reckless, excessive"
JLPT0,作り話,つくりばなし,"fable, fiction"
JLPT2,電力,でんりょく,"electric power, electricity"
JLPT0,はかり,はかり,scales
JLPT0,シューズ,シューズ,"shoes, sports shoes"
JLPT1,私用,しよう,"private business, private use"
JLPT3,用,よう,things to do
JLPT0,会費,かいひ,"fee, membership fee"
JLPT0,食費,しょくひ,"food expenses, board"
JLPT2,消費,しょうひ,"consumption, spending"
JLPT0,消火,しょうか,fire fighting
JLPT2,うっかり,うっかり,"carelessly, accidentally"
JLPT0,開店,かいてん,"opening of a store, setting up"
JLPT0,安売り,やすうり,sale
JLPT0,閉店,へいてん,shop closing
JLPT0,本店,ほんてん,head office
JLPT2,商店,しょうてん,"shop, store"
JLPT2,食品,しょくひん,"food, foodstuff"
JLPT2,上品,じょうひん,"elegance, refinement"
JLPT0,小売店,こうりてん,"retail store, outlet"
JLPT2,出来上がり,できあがり,"completion, finish"
JLPT1,世,よ,"world, public,"
JLPT2,段,だん,"step, grade"
JLPT0,値上がり,ねあがり,price rise
JLPT0,値下がり,ねさがり,fall in price
JLPT0,値下げ,ねさげ,price reduction
JLPT2,価値,かち,"value, merit"
JLPT2,ダイヤモンド,ダイヤモンド,diamond
JLPT2,格好,かっこう,"shape, appearance"
JLPT2,だらしない,だらしない,"slovenly, untidy"
JLPT0,うきうき,うきうき,feel excited
JLPT2,うがい,うがい,gargling
JLPT1,寒気,さむけ,chill
JLPT1,こたつ,こたつ,"kotatsu, heated table with a coverlet"
JLPT0,暖か,あたたか,"warm, warmhearted"
JLPT0,ぽかぽか,ぽかぽか,pleasantly warm
JLPT2,マイナス,マイナス,"minus, below zero"
JLPT2,体温,たいおん,body temperature
JLPT0,ぴたりと,ぴたりと,suddenly
JLPT1,報道,ほうどう,"news, report"
JLPT0,マネー,マネー,"money, finance"
JLPT2,広告,こうこく,"public notice, advertisement"
JLPT1,売り出す,うりだす,put on sale
JLPT3,新聞社,しんぶんしゃ,newspaper office
JLPT2,書店,しょてん,bookstore
JLPT2,広げる,ひろげる,"spread, unfold"
JLPT2,ぴかぴか,ぴかぴか,"new, shiny"
JLPT2,中古,ちゅうこ,secondhand goods
JLPT0,聞かす,きかす,"tell, read aloud"
JLPT0,ディスコ,ディスコ,disco
JLPT0,飲み水,のみみず,drinking water
JLPT2,内,うち,inside
JLPT2,用心,ようじん,"care, caution"
JLPT2,ふと,ふと,"suddenly, unexpectedly"
JLPT1,つくづく,つくづく,"truly, deeply"
JLPT2,いつまでも,いつまでも,forever
JLPT0,忘年会,ぼうねんかい,year-end party
JLPT2,上,かみ,"superiors, people in authority"
JLPT1,使い道,つかいみち,"use, application"
JLPT3,決して,けっして,"never, by no means"
JLPT2,決心,けっしん,"determination, resolve"
JLPT0,知り合う,しりあう,get acquainted with
JLPT0,知れる,しれる,"become known, be found out"
JLPT2,知らせ,しらせ,"information, notice"
JLPT0,ウサギ,ウサギ,"rabbit, hare"
JLPT0,ことわざ,ことわざ,"proverb, common saying"
JLPT0,情けない,なさけない,"pitiful, shameful"
JLPT2,知能,ちのう,"intelligence, mental capacity"
JLPT2,能,のう,noh play
JLPT2,不足,ふそく,"insufficiency, lack"
JLPT0,不可能,ふかのう,impossible
JLPT3,交通,こうつう,"traffic, transportation"
JLPT2,小便,しょうべん,"urine, pee"
JLPT2,手前,てまえ,in front
JLPT0,駅前,えきまえ,in front of the station
JLPT2,大家,おおや,landlord
JLPT0,ねずみ,ねずみ,"rat, mouse"
JLPT0,人名,じんめい,"personal name, name"
JLPT0,国名,こくめい,country name
JLPT0,間近,まぢか,"nearby, close at hand"
JLPT2,地名,ちめい,place name
JLPT2,来日,らいにち,coming to Japan
JLPT1,カット,かっと,cut
JLPT0,北東,ほくとう,northeast
JLPT0,人情,にんじょう,"human feelings, humanity"
JLPT0,区,く,ward
JLPT2,住まい,すまい,"dwelling, residence"
JLPT2,合わせる,あわせる,"adjust, match"
JLPT2,日帰り,ひがえり,a day trip
JLPT2,都,みやこ,"capital, city"
JLPT3,いらっしゃる,いらっしゃる,"come, go"
JLPT1,目方,めかた,weight
JLPT3,すっかり,すっかり,"all, completely"
